ticket_id,customer_id,created_at,issue_type,subject,message,reported_severity,customer_mood,times_contacted_about_this
TICK-00942,CUST-0082,2026-07-29 20:50,how_to_question,Question about permissions,This is unacceptable. How do I give a colleague access without making them an admin. We are considering cancelling.,Low,angry,7
TICK-00943,CUST-0091,2026-08-03 10:50,payment_failure,Card declined for everyone,"Hi, Every transaction today has been rejected, including test cards. This is holding us up.",Critical,annoyed,6
TICK-00944,CUST-0154,2026-07-13 16:50,payment_failure,Checkout is broken,We need this dealt with today. Our customers reach the payment page and then get an error. Please escalate this immediately.,Medium,angry,7
TICK-00945,CUST-0044,2026-07-17 15:50,notification_failure,Alerts stopped,This is unacceptable. We used to get a notification for every new entry and they have gone quiet. We expect a reply today.,Low,angry,5
TICK-00946,CUST-0041,2026-06-13 13:50,how_to_question,How do I do this,"Hello again, I cannot work out where to change the account settings. Please could someone look at this.",Medium,annoyed,2
TICK-00947,CUST-0127,2026-04-12 01:50,payment_failure,Card declined for everyone,"Hi, Every transaction today has been rejected, including test cards. Hoping for a quick reply.",Critical,annoyed,6
TICK-00948,CUST-0004,2026-07-30 11:50,data_export_failure,Export is broken,"Hi, The CSV download stops halfway and the file is unusable. Hoping for a quick reply.",Critical,annoyed,8
TICK-00949,CUST-0087,2026-04-20 19:50,password_reset,Reset email not arriving,"Hi, I have requested a new password four times and nothing comes through. Hoping for a quick reply.",Low,annoyed,5
TICK-00950,CUST-0165,2026-04-04 23:50,security_incident,Unrecognised device on our account,This is now the third time I am writing. We can see a session we did not start and cannot end it. We are considering cancelling.,High,angry,5
TICK-00951,CUST-0170,2026-08-14 02:50,login_failure,Sign in loop,"Hi, It accepts my password then sends me straight back to the login screen. Please could someone look at this.",High,annoyed,8
TICK-00952,CUST-0055,2026-05-20 01:50,password_reset,Reset email not arriving,"Hi, I have requested a new password four times and nothing comes through. Hoping for a quick reply.",Low,annoyed,3
TICK-00953,CUST-0085,2026-07-30 04:50,how_to_question,Where do I find my invoices,This is unacceptable. I have looked in settings and cannot see a billing history anywhere. We expect a reply today.,Medium,angry,6
TICK-00954,CUST-0030,2026-03-12 05:50,payment_failure,Checkout is broken,"Following up on this, Our customers reach the payment page and then get an error. Hoping for a quick reply.",Critical,annoyed,8
TICK-00955,CUST-0152,2026-08-12 03:50,feature_request,Request for bulk actions,"Following up on this, Being able to select several rows at once would save us a lot of time. Please could someone look at this.",Medium,annoyed,2
TICK-00956,CUST-0033,2026-08-12 22:50,system_outage,Everything is down,"Hello, None of us can reach the platform at all. Many thanks.",Critical,calm,6
TICK-00957,CUST-0135,2026-07-13 19:50,feature_request,Dark mode request,"This is unacceptable. Any chance of a dark theme, we work late most evenings. We expect a reply today.",Low,angry,3
TICK-00958,CUST-0151,2026-07-13 21:50,password_reset,Password reset needed,We need this dealt with today. The reset link never arrives in my inbox. We expect a reply today.,Low,angry,7
TICK-00959,CUST-0180,2026-06-17 04:50,notification_failure,Notifications arriving late,We need this dealt with today. Alerts turn up about six hours after the thing happened. Please escalate this immediately.,Medium,angry,3
TICK-00960,CUST-0042,2026-06-22 23:50,system_outage,Platform unreachable,"Hi, Every one of our staff is getting a timeout when they try to load it. Please could someone look at this.",Critical,annoyed,4
TICK-00961,CUST-0093,2026-08-10 14:50,notification_failure,Notifications arriving late,We need this dealt with today. Alerts turn up about six hours after the thing happened. We expect a reply today.,Medium,angry,9
TICK-00962,CUST-0113,2026-06-09 20:50,slow_performance,The platform is very slow,"Hello again, Pages take around thirty seconds to load. This is holding us up.",High,annoyed,4
TICK-00963,CUST-0175,2026-04-01 05:50,password_reset,Reset email not arriving,This is unacceptable. I have requested a new password four times and nothing comes through. Please escalate this immediately.,Medium,angry,9
TICK-00964,CUST-0023,2026-08-01 02:50,slow_performance,Search is crawling,This is unacceptable. Running a search takes almost a minute to return anything. Please escalate this immediately.,High,angry,3
TICK-00965,CUST-0071,2026-03-01 20:50,payment_failure,Payments are not going through,"Hi, Card charges keep failing at the final step. Hoping for a quick reply.",High,annoyed,8
TICK-00966,CUST-0011,2026-07-25 09:50,billing_error,Double charged this month,This is unacceptable. We have two identical charges on the same date. Please escalate this immediately.,Critical,angry,9
TICK-00967,CUST-0049,2026-06-11 06:50,dashboard_bug,Numbers do not match,"Hi, The total on the dashboard is different to the total in the report. Hoping for a quick reply.",High,annoyed,5
TICK-00968,CUST-0056,2026-04-27 14:50,feature_request,Dark mode request,"We need this dealt with today. Any chance of a dark theme, we work late most evenings. We expect a reply today.",Low,angry,4
TICK-00969,CUST-0153,2026-04-30 20:50,password_reset,Password reset needed,We need this dealt with today. The reset link never arrives in my inbox. We are considering cancelling.,Low,angry,6
TICK-00970,CUST-0185,2026-07-26 09:50,password_reset,Password reset needed,This is unacceptable. The reset link never arrives in my inbox. We expect a reply today.,Medium,angry,7
TICK-00971,CUST-0021,2026-05-15 21:50,dashboard_bug,Dashboard display problem,"Hello again, One of the charts is showing the wrong labels. This is holding us up.",Low,annoyed,2
TICK-00972,CUST-0103,2026-05-25 03:50,notification_failure,Alerts stopped,This is now the third time I am writing. We used to get a notification for every new entry and they have gone quiet. Please escalate this immediately.,Critical,angry,8
TICK-00973,CUST-0054,2026-04-23 16:50,password_reset,New password not accepted,"Following up on this, I changed my password and now the new one is rejected. Please could someone look at this.",Medium,annoyed,7
TICK-00974,CUST-0096,2026-06-29 09:50,notification_failure,Not receiving emails,This is unacceptable. Alert emails are not arriving in any of our inboxes. Please escalate this immediately.,Medium,angry,5
TICK-00975,CUST-0068,2026-04-28 22:50,dashboard_bug,Numbers do not match,"Hi, The total on the dashboard is different to the total in the report. Hoping for a quick reply.",Low,annoyed,5
TICK-00976,CUST-0175,2026-06-19 00:50,password_reset,Reset email not arriving,We need this dealt with today. I have requested a new password four times and nothing comes through. Please escalate this immediately.,Low,angry,10
TICK-00977,CUST-0169,2026-02-26 00:50,account_lockout,Account suspended without warning,"Hello again, We logged in this morning and the account is disabled. Hoping for a quick reply.",High,annoyed,6
TICK-00978,CUST-0057,2026-06-11 18:50,password_reset,New password not accepted,"Hello again, I changed my password and now the new one is rejected. Hoping for a quick reply.",Low,annoyed,5
TICK-00979,CUST-0092,2026-07-30 11:50,how_to_question,Question about permissions,We need this dealt with today. How do I give a colleague access without making them an admin. We expect a reply today.,Medium,angry,5
TICK-00980,CUST-0119,2026-07-03 21:50,dashboard_bug,Dashboard display problem,"Following up on this, One of the charts is showing the wrong labels. This is holding us up.",High,annoyed,4
TICK-00981,CUST-0160,2026-06-12 09:50,api_failure,API returning errors,We need this dealt with today. Our integration is getting 500 errors on most calls. We expect a reply today.,Critical,angry,4
TICK-00982,CUST-0175,2026-06-11 03:50,data_export_failure,Cannot download report,"Hi, The export button spins for a while and then nothing happens. This is holding us up.",Medium,annoyed,11
TICK-00983,CUST-0059,2026-03-11 07:50,slow_performance,The platform is very slow,"Hi, Pages take around thirty seconds to load. This is holding us up.",Medium,annoyed,4
TICK-00984,CUST-0126,2026-06-13 14:50,payment_failure,Card declined for everyone,"Hi, Every transaction today has been rejected, including test cards. This is holding us up.",High,annoyed,10
TICK-00985,CUST-0084,2026-06-27 16:50,slow_performance,The platform is very slow,"Following up on this, Pages take around thirty seconds to load. Please could someone look at this.",Low,annoyed,9
TICK-00986,CUST-0190,2026-04-16 07:50,integration_failure,Integration stopped syncing,This is now the third time I am writing. Nothing has come through from the connected tool since Tuesday. We expect a reply today.,High,angry,7
TICK-00987,CUST-0185,2026-04-01 14:50,slow_performance,Slow since the update,"Hello, Everything has been sluggish since the change you made last week. No rush, whenever you get a chance.",Medium,calm,8
TICK-00988,CUST-0083,2026-07-26 11:50,login_failure,Cannot sign in,"Hi there, The login page rejects our details even after a reset. Many thanks.",High,calm,6
TICK-00989,CUST-0071,2026-07-23 01:50,feature_request,Feature suggestion,"Following up on this, It would help if we could sort the table by date. This is holding us up.",Low,annoyed,9
TICK-00990,CUST-0146,2026-02-26 12:50,password_reset,New password not accepted,This is unacceptable. I changed my password and now the new one is rejected. Please escalate this immediately.,Medium,angry,6
TICK-00991,CUST-0041,2026-06-24 22:50,dashboard_bug,Chart will not load,We need this dealt with today. One panel stays blank no matter how many times I refresh. We are considering cancelling.,Medium,angry,3
TICK-00992,CUST-0117,2026-05-28 01:50,billing_error,Double charged this month,This is unacceptable. We have two identical charges on the same date. Please escalate this immediately.,High,angry,7
TICK-00993,CUST-0137,2026-05-01 15:50,notification_failure,Not receiving emails,"Following up on this, Alert emails are not arriving in any of our inboxes. This is holding us up.",Critical,annoyed,3
TICK-00994,CUST-0012,2026-05-10 12:50,login_failure,Sign in loop,"Hello again, It accepts my password then sends me straight back to the login screen. Hoping for a quick reply.",High,annoyed,6
TICK-00995,CUST-0102,2026-03-14 09:50,account_lockout,Too many attempts message,This is unacceptable. We are stuck on a lockout screen and the timer never clears. We expect a reply today.,High,angry,7
TICK-00996,CUST-0006,2026-05-14 01:50,billing_error,Still being billed after cancelling,We need this dealt with today. We cancelled last month and a payment has gone out again. Please escalate this immediately.,High,angry,4
